#cluster_id	protein_count	taxon_count	domain_ids	domain_description
OG0000076	43	18	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 
OG0000077	43	20	GO:0016787	hydrolase activity 
OG0000078	43	19	GO:0016020	membrane 
OG0000079	43	23	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 
OG0000080	43	23	GO:0035673	oligopeptide transmembrane transporter activity 
OG0000081	42	23	GO:0016747	acyltransferase activity, transferring groups other than amino-acyl groups 
OG0000082	42	17	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 
OG0000083	42	17	None	None
OG0000084	41	19	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 
OG0000085	41	19	None	None
OG0000086	41	20	None	None
OG0000087	41	19	None	None
OG0000088	41	23	None	None
OG0000089	41	23	GO:0004664;GO:0009094	prephenate dehydratase activity ;L-phenylalanine biosynthetic process 
OG0000090	41	23	None	None
OG0000091	41	17	None	None
OG0000092	41	18	None	None
OG0000093	40	18	None	None
OG0000094	40	16	None	None
OG0000095	40	23	None	None
OG0000096	40	17	GO:0008239;GO:0016787	dipeptidyl-peptidase activity ;hydrolase activity 
OG0000097	40	17	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 
OG0000098	40	23	None	None
OG0000099	40	16	GO:0004672;GO:0005524;GO:0006468	protein kinase activity ;ATP binding ;protein phosphorylation 
OG0000100	39	23	None	None
OG0000101	39	15	GO:0005975;GO:0008061	carbohydrate metabolic process ;chitin binding 
OG0000102	39	16	GO:0005515	protein binding 
OG0000103	39	15	None	None
OG0000104	39	19	GO:0030599;GO:0042545;GO:0004650;GO:0005975	pectinesterase activity ;cell wall modification ;polygalacturonase activity ;carbohydrate metabolic process 
OG0000105	39	22	None	None
OG0000106	39	14	GO:0005515	protein binding 
OG0000107	39	20	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 
OG0000108	39	18	None	None
OG0000109	38	18	None	None
OG0000110	38	12	GO:0008484	sulfuric ester hydrolase activity 
OG0000111	38	22	None	None
OG0000112	38	20	None	None
OG0000113	38	22	GO:0071949	FAD binding 
OG0000114	38	20	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 
OG0000115	38	23	None	None
OG0000116	38	16	GO:0004672;GO:0005524;GO:0006468	protein kinase activity ;ATP binding ;protein phosphorylation 
OG0000117	38	23	GO:0016491	oxidoreductase activity 
OG0000118	38	18	None	None
OG0000119	38	15	None	None
OG0000120	38	14	GO:0004672;GO:0005524;GO:0006468	protein kinase activity ;ATP binding ;protein phosphorylation 
OG0000121	37	23	None	None
OG0000122	37	21	None	None
OG0000123	37	23	GO:0005975	carbohydrate metabolic process 
OG0000124	37	23	None	None
OG0000125	37	23	None	None
OG0000126	37	18	None	None
OG0000127	37	22	GO:0016787	hydrolase activity 
OG0000128	37	23	GO:0005384;GO:0030026	manganese ion transmembrane transporter activity ;intracellular manganese ion homeostasis 
OG0000129	37	19	None	None
OG0000130	37	20	GO:0004553;GO:0071704	hydrolase activity, hydrolyzing O-glycosyl compounds ;N/A
OG0000131	36	16	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 
OG0000132	36	22	GO:0003755	peptidyl-prolyl cis-trans isomerase activity 
OG0000133	36	22	GO:0004553;GO:0071704	hydrolase activity, hydrolyzing O-glycosyl compounds ;N/A
OG0000134	36	19	GO:0016491	oxidoreductase activity 
OG0000135	36	23	GO:0008236	serine-type peptidase activity 
OG0000136	36	19	None	None
OG0000137	36	23	None	None
OG0000138	36	22	None	None
OG0000139	36	23	GO:0016491	oxidoreductase activity 
OG0000140	36	20	None	None
OG0000141	36	13	GO:0005515	protein binding 
OG0000142	36	22	None	None
OG0000143	36	19	None	None
OG0000144	36	23	GO:0008289	lipid binding 
OG0000145	35	20	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 
OG0000146	35	19	None	None
OG0000147	35	21	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 
OG0000148	35	18	GO:0071949	FAD binding 
OG0000149	35	14	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 
OG0000150	35	20	None	None
OG0000151	35	23	GO:0005524;GO:0016020;GO:0042626;GO:0055085;GO:0140359	ATP binding ;membrane ;ATPase-coupled transmembrane transporter activity ;transmembrane transport ;ABC-type transporter activity 
OG0000152	35	18	GO:0008484	sulfuric ester hydrolase activity 
OG0000153	35	19	GO:0071949	FAD binding 
OG0000154	35	13	None	None
OG0000155	35	14	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 
OG0000156	35	20	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 
OG0000157	35	19	GO:0016020	membrane 
OG0000158	35	23	None	None
OG0000159	35	23	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 
OG0000160	35	21	None	None
OG0000161	35	19	GO:0071949	FAD binding 
OG0000162	35	22	None	None
OG0000163	35	23	GO:0016020	membrane 
OG0000164	34	13	None	None
OG0000165	34	18	GO:0016491	oxidoreductase activity 
OG0000166	34	19	GO:0004553;GO:0005975	hydrolase activity, hydrolyzing O-glycosyl compounds ;carbohydrate metabolic process 
OG0000167	34	19	None	None
OG0000168	34	16	None	None
OG0000169	34	18	GO:0005515	protein binding 
OG0000170	34	23	GO:0005643;GO:0006913;GO:0017056	nuclear pore ;nucleocytoplasmic transport ;structural constituent of nuclear pore 
OG0000171	34	20	None	None
OG0000172	34	17	None	None
OG0000173	34	19	None	None
OG0000174	34	19	None	None
OG0000175	34	15	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen 
OG0000176	34	22	None	None
OG0000177	34	16	GO:0003676;GO:0004523	nucleic acid binding ;RNA-DNA hybrid ribonuclease activity 
OG0000178	34	20	GO:0016787	hydrolase activity 
OG0000179	34	20	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 
OG0000180	34	20	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 
OG0000181	34	14	None	None
OG0000182	34	15	GO:0004672;GO:0005524;GO:0006468	protein kinase activity ;ATP binding ;protein phosphorylation 
OG0000183	34	21	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 
OG0000184	34	14	None	None
OG0000185	33	14	GO:0050660;GO:0003824	flavin adenine dinucleotide binding ;catalytic activity 
OG0000186	33	19	GO:0016757	glycosyltransferase activity 
OG0000187	33	11	None	None
OG0000188	33	17	GO:0071949	FAD binding 
OG0000189	33	20	None	None
OG0000190	33	16	None	None
OG0000191	33	18	GO:0016614;GO:0050660	oxidoreductase activity, acting on CH-OH group of donors ;flavin adenine dinucleotide binding 
OG0000192	33	21	GO:0005576	extracellular region 
OG0000193	33	19	GO:0005975;GO:0016810	carbohydrate metabolic process ;hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds 
OG0000194	33	22	None	None
OG0000195	33	19	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 
OG0000196	33	23	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 
OG0000197	33	23	None	None
OG0000198	33	18	None	None
OG0000199	33	17	GO:0004553;GO:0005975	hydrolase activity, hydrolyzing O-glycosyl compounds ;carbohydrate metabolic process 
OG0000200	33	17	GO:0016491	oxidoreductase activity 
OG0000201	33	18	None	None
OG0000202	33	20	GO:0016787	hydrolase activity 
OG0000203	33	17	GO:0008270;GO:0000981;GO:0006355;GO:0003677;GO:0006351	zinc ion binding ;DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription ;DNA binding ;DNA-templated transcription 
OG0000204	33	16	None	None
OG0000205	33	15	GO:0016491	oxidoreductase activity 
OG0000206	33	19	None	None
OG0000207	32	19	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 
OG0000208	32	14	GO:0004061;GO:0019441	arylformamidase activity ;tryptophan catabolic process to kynurenine 
OG0000209	32	19	None	None
OG0000210	32	23	GO:0006672;GO:0016020;GO:0016811	ceramide metabolic process ;membrane ;hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides 
OG0000211	32	17	GO:0071949	FAD binding 
OG0000212	32	18	GO:0004499;GO:0050660;GO:0050661	N,N-dimethylaniline monooxygenase activity ;flavin adenine dinucleotide binding ;NADP binding 
OG0000213	32	18	None	None
OG0000214	32	14	None	None
OG0000215	32	16	None	None
OG0000216	32	23	GO:0016491	oxidoreductase activity 
OG0000217	32	17	GO:0005576;GO:0005975;GO:0030248	extracellular region ;carbohydrate metabolic process ;cellulose binding 
OG0000218	32	12	None	None
OG0000219	32	17	None	None
OG0000220	32	17	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 
OG0000221	32	16	GO:0050660;GO:0016491	flavin adenine dinucleotide binding ;oxidoreductase activity 
OG0000222	32	23	GO:0004497;GO:0005506;GO:0016705;GO:0020037	monooxygenase activity ;iron ion binding ;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen ;heme binding 
OG0000223	32	15	None	None
OG0000224	32	19	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 
OG0000225	31	22	GO:0004672;GO:0005524;GO:0006468	protein kinase activity ;ATP binding ;protein phosphorylation 
OG0000226	31	20	GO:0008270;GO:0003677;GO:0006351	zinc ion binding ;DNA binding ;DNA-templated transcription 
OG0000227	31	19	None	None
OG0000228	31	19	GO:0016787	hydrolase activity 
OG0000229	31	17	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 
OG0000230	31	17	GO:0004499;GO:0050660;GO:0050661	N,N-dimethylaniline monooxygenase activity ;flavin adenine dinucleotide binding ;NADP binding 
OG0000231	31	23	None	None
OG0000232	31	20	GO:0016491	oxidoreductase activity 
OG0000233	31	16	None	None
OG0000234	31	20	None	None
OG0000235	31	23	GO:0003677;GO:0006351;GO:0008270;GO:0000981;GO:0006355	DNA binding ;DNA-templated transcription ;zinc ion binding ;DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription 
OG0000236	31	16	GO:0004553;GO:0005975	hydrolase activity, hydrolyzing O-glycosyl compounds ;carbohydrate metabolic process 
OG0000237	31	14	None	None
OG0000238	31	17	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 
OG0000239	31	23	None	None
OG0000240	31	17	GO:0000981;GO:0006355;GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription ;zinc ion binding 
OG0000241	31	23	GO:0005524	ATP binding 
OG0000242	31	23	None	None
OG0000243	30	16	None	None
OG0000244	30	19	None	None
OG0000245	30	22	None	None
OG0000246	30	19	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 
OG0000247	30	20	GO:0016614;GO:0050660	oxidoreductase activity, acting on CH-OH group of donors ;flavin adenine dinucleotide binding 
OG0000248	30	18	None	None
OG0000249	30	16	None	None
OG0000250	30	17	GO:0016020	membrane 
OG0000251	30	15	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 
OG0000252	30	19	None	None
OG0000253	30	22	GO:0050661;GO:0051287	NADP binding ;NAD binding 
OG0000254	30	23	None	None
OG0000255	30	22	None	None
OG0000256	30	17	GO:0016491	oxidoreductase activity 
OG0000257	30	23	None	None
OG0000258	30	17	GO:0050660;GO:0003824	flavin adenine dinucleotide binding ;catalytic activity 
OG0000259	30	16	None	None
OG0000260	30	18	GO:0005576;GO:0016787	extracellular region ;hydrolase activity 
OG0000261	30	19	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 
OG0000262	30	23	GO:0006807;GO:0036361	N/A;racemase activity, acting on amino acids and derivatives 
OG0000263	30	22	None	None
OG0000264	30	19	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 
OG0000265	30	19	None	None
OG0000266	30	17	GO:0016829	lyase activity 
OG0000267	30	23	GO:0003677;GO:0005524;GO:0016787	DNA binding ;ATP binding ;hydrolase activity 
OG0000268	30	23	None	None
OG0000269	30	23	None	None
OG0000270	30	20	GO:0004497;GO:0005506;GO:0016705;GO:0020037	monooxygenase activity ;iron ion binding ;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen ;heme binding 
OG0000271	30	8	GO:0003677;GO:0006351;GO:0008270;GO:0000981;GO:0006355	DNA binding ;DNA-templated transcription ;zinc ion binding ;DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription 
OG0000272	30	17	None	None
OG0000273	30	16	None	None
OG0000274	29	23	GO:0016020	membrane 
OG0000275	29	23	None	None
OG0000276	29	20	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 
OG0000277	29	23	GO:0016491	oxidoreductase activity 
OG0000278	29	15	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 
OG0000279	29	23	GO:0017025	TBP-class protein binding 
OG0000280	29	15	None	None
OG0000281	29	18	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 
OG0000282	29	14	None	None
OG0000283	29	18	None	None
OG0000284	29	16	None	None
OG0000285	29	19	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 
OG0000286	29	16	None	None
OG0000287	29	18	None	None
OG0000288	29	21	GO:0016787	hydrolase activity 
OG0000289	29	22	GO:0003677;GO:0006351;GO:0008270	DNA binding ;DNA-templated transcription ;zinc ion binding 
OG0000290	29	23	GO:0035673	oligopeptide transmembrane transporter activity 
OG0000291	29	23	None	None
OG0000292	29	23	GO:2001070	starch binding 
OG0000293	29	19	GO:0043087	regulation of GTPase activity 
OG0000294	29	17	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 
OG0000295	29	17	GO:0010181;GO:0016491	FMN binding ;oxidoreductase activity 
OG0000296	29	13	GO:0004672;GO:0005524;GO:0006468	protein kinase activity ;ATP binding ;protein phosphorylation 
OG0000297	29	15	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 
OG0000298	28	23	None	None
OG0000299	28	18	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 
OG0000300	28	18	GO:0004553;GO:0005975	hydrolase activity, hydrolyzing O-glycosyl compounds ;carbohydrate metabolic process 
OG0000301	28	18	GO:0004064	arylesterase activity 
OG0000302	28	22	None	None
OG0000303	28	15	None	None
OG0000304	28	23	GO:0022857;GO:0055085;GO:0016020	transmembrane transporter activity ;transmembrane transport ;membrane 
OG0000305	28	17	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 
OG0000306	28	22	GO:0006508;GO:0070007	proteolysis ;glutamic-type endopeptidase activity 
OG0000307	28	23	None	None
OG0000308	28	17	None	None
OG0000309	28	13	GO:0008239;GO:0016787	dipeptidyl-peptidase activity ;hydrolase activity 
OG0000310	28	17	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 
OG0000311	28	17	None	None
OG0000312	28	19	None	None
OG0000313	28	14	None	None
OG0000314	28	23	None	None
OG0000315	28	22	GO:0005975;GO:0004556;GO:0005509;GO:0016052;GO:2001070	carbohydrate metabolic process ;alpha-amylase activity ;calcium ion binding ;carbohydrate catabolic process ;starch binding 
OG0000316	28	23	None	None
OG0000317	28	16	GO:0016627;GO:0050660	oxidoreductase activity, acting on the CH-CH group of donors ;flavin adenine dinucleotide binding 
OG0000318	28	20	GO:0016491	oxidoreductase activity 
OG0000319	28	23	GO:0003824	catalytic activity 
OG0000320	28	17	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 
OG0000321	28	23	None	None
OG0000322	28	23	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 
OG0000323	28	22	GO:0005975;GO:0005576;GO:0030248	carbohydrate metabolic process ;extracellular region ;cellulose binding 
OG0000324	28	13	GO:0008270;GO:0003677;GO:0006351;GO:0000981;GO:0006355	zinc ion binding ;DNA binding ;DNA-templated transcription ;DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription 
OG0000325	28	19	GO:0031511	Mis6-Sim4 complex 
OG0000326	28	13	GO:0006508;GO:0008236	proteolysis ;serine-type peptidase activity 
OG0000327	27	23	GO:0003677;GO:0003899;GO:0006351	DNA binding ;DNA-directed 5'-3' RNA polymerase activity ;DNA-templated transcription 
OG0000328	27	23	None	None
OG0000329	27	18	None	None
OG0000330	27	23	GO:0031047;GO:0033167	regulatory ncRNA-mediated gene silencing ;ARC complex 
OG0000331	27	23	GO:0005507;GO:0008131;GO:0009308;GO:0048038	copper ion binding ;primary methylamine oxidase activity ;amine metabolic process ;quinone binding 
OG0000332	27	23	GO:0005507;GO:0016491	copper ion binding ;oxidoreductase activity 
OG0000333	27	23	None	None
OG0000334	27	23	GO:0008483;GO:0030170	transaminase activity ;pyridoxal phosphate binding 
OG0000335	27	21	GO:0003824;GO:0050660	catalytic activity ;flavin adenine dinucleotide binding 
OG0000336	27	23	GO:0005515	protein binding 
OG0000337	27	14	None	None
OG0000338	27	23	GO:0008168	methyltransferase activity 
OG0000339	27	23	GO:0009058	biosynthetic process 
OG0000340	27	23	None	None
OG0000341	27	18	GO:0016829;GO:0071949	lyase activity ;FAD binding 
OG0000342	27	23	None	None
OG0000343	27	19	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 
OG0000344	27	19	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 
OG0000345	27	18	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 
OG0000346	27	22	None	None
OG0000347	27	20	None	None
OG0000348	27	16	GO:0016616;GO:0046872;GO:0051287	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor ;metal ion binding ;NAD binding 
OG0000349	27	23	GO:0004497;GO:0005506;GO:0016705;GO:0020037	monooxygenase activity ;iron ion binding ;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen ;heme binding 
OG0000350	27	23	GO:0003824	catalytic activity 
OG0000351	27	20	None	None
OG0000352	27	23	None	None
OG0000353	27	23	None	None
OG0000354	27	18	GO:0005524;GO:0016020;GO:0055085;GO:0140359	ATP binding ;membrane ;transmembrane transport ;ABC-type transporter activity 
OG0000355	27	22	None	None
OG0000356	27	23	None	None
OG0000357	27	15	GO:0004672;GO:0005524;GO:0006468	protein kinase activity ;ATP binding ;protein phosphorylation 
OG0000358	27	15	None	None
OG0000359	26	23	GO:0004555;GO:0005509;GO:0005737;GO:0005991;GO:0005993	alpha,alpha-trehalase activity ;calcium ion binding ;cytoplasm ;trehalose metabolic process ;trehalose catabolic process 
OG0000360	26	20	GO:0004553;GO:0005975	hydrolase activity, hydrolyzing O-glycosyl compounds ;carbohydrate metabolic process 
OG0000361	26	23	None	None
OG0000362	26	16	GO:0005515	protein binding 
OG0000363	26	23	GO:0009058	biosynthetic process 
OG0000364	26	23	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 
OG0000365	26	22	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 
OG0000366	26	17	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 
OG0000367	26	17	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 
OG0000368	26	21	None	None
OG0000369	26	22	GO:0005524;GO:0006298;GO:0030983	ATP binding ;mismatch repair ;mismatched DNA binding 
OG0000370	26	16	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 
OG0000371	26	23	GO:0005849;GO:0006369;GO:0006378	mRNA cleavage factor complex ;termination of RNA polymerase II transcription ;N/A
OG0000372	26	23	GO:0000166;GO:0004812;GO:0005524;GO:0006418	nucleotide binding ;aminoacyl-tRNA ligase activity ;ATP binding ;tRNA aminoacylation for protein translation 
OG0000373	26	15	None	None
OG0000374	26	23	None	None
OG0000375	26	23	None	None
OG0000376	26	20	GO:0003824;GO:0005506;GO:0006725;GO:0008199;GO:0009712;GO:0018576	catalytic activity ;iron ion binding ;N/A;ferric iron binding ;catechol-containing compound metabolic process ;catechol 1,2-dioxygenase activity 
OG0000377	26	17	None	None
OG0000378	26	22	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 
OG0000379	26	23	None	None
OG0000380	26	14	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 
OG0000381	26	23	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 
OG0000382	26	23	GO:0000981;GO:0003677;GO:0006351;GO:0006355;GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific ;DNA binding ;DNA-templated transcription ;regulation of DNA-templated transcription ;zinc ion binding 
OG0000383	26	23	GO:0000981;GO:0006355;GO:0008270	DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription ;zinc ion binding 
OG0000384	26	21	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 
OG0000385	26	23	None	None
OG0000386	26	23	None	None
OG0000387	26	17	GO:0008270;GO:0003677;GO:0006351;GO:0000981;GO:0006355	zinc ion binding ;DNA binding ;DNA-templated transcription ;DNA-binding transcription factor activity, RNA polymerase II-specific ;regulation of DNA-templated transcription 
OG0000388	26	22	None	None
OG0000389	26	22	GO:0050660;GO:0003885;GO:0016020	flavin adenine dinucleotide binding ;D-arabinono-1,4-lactone oxidase activity ;membrane 
OG0000390	26	23	GO:0004812;GO:0005524;GO:0043039;GO:0000166;GO:0005737;GO:0006418	aminoacyl-tRNA ligase activity ;ATP binding ;tRNA aminoacylation ;nucleotide binding ;cytoplasm ;tRNA aminoacylation for protein translation 
OG0000391	26	23	GO:0004420;GO:0015936	hydroxymethylglutaryl-CoA reductase (NADPH) activity ;coenzyme A metabolic process 
OG0000392	26	17	GO:0022857;GO:0055085	transmembrane transporter activity ;transmembrane transport 
OG0000393	26	17	GO:0004806;GO:0016042	triacylglycerol lipase activity ;lipid catabolic process 
OG0000394	26	18	GO:0016020;GO:0022857;GO:0055085	membrane ;transmembrane transporter activity ;transmembrane transport 
OG0000395	26	23	None	None
OG0000396	26	23	GO:0003677	DNA binding 
OG0000397	26	23	None	None
OG0000398	26	20	GO:0003697;GO:0006974;GO:0018142	single-stranded DNA binding ;DNA damage response ;N/A
OG0000399	26	23	GO:0004672;GO:0005524;GO:0006468	protein kinase activity ;ATP binding ;protein phosphorylation 
OG0000400	26	16	GO:0005515	protein binding 
OG0000401	26	23	GO:0003677	DNA binding 
