contig_id	mean_contig_cov	cluster_id	nucl_freq.gc	length
NODE_233_length_29192_cov_35.900946	310.0655	26	51.0619347766511	29192
NODE_234_length_28681_cov_36.602367	309.953	26	51.6055925525609	28681
NODE_235_length_28407_cov_35.883098	306.239	26	53.5818636251628	28407
NODE_236_length_28345_cov_34.462683	300.3125	26	53.7131769271476	28345
NODE_237_length_27587_cov_36.198944	311.674	26	53.1373473012651	27587
NODE_238_length_27551_cov_912.478996	7366.9245	21	24.35846248775	27551
NODE_239_length_26696_cov_35.592269	302.948	26	53.5211267605634	26696
NODE_23_length_352731_cov_35.683452	308.536571428571	26	53.3845905236568	352731
NODE_240_length_25569_cov_36.358855	311.39	26	52.9312839766905	25569
NODE_241_length_25383_cov_35.987884	307.9665	28	52.0151282354332	25383
NODE_242_length_25157_cov_35.843827	305.164	26	52.2876336606114	25157
NODE_243_length_25124_cov_34.334840	296.851	26	54.9156185320809	25124
NODE_244_length_24918_cov_34.200194	303.1445	7	49.3578938919656	24918
NODE_245_length_24715_cov_35.699732	306.5115	26	53.0932632004855	24715
NODE_246_length_24679_cov_37.589280	322.4545	26	50.3342923133028	24679
NODE_247_length_24675_cov_35.552876	302.914	26	52.4133738601824	24675
NODE_248_length_24529_cov_34.053192	290.157	26	54.6495984345061	24529
NODE_249_length_24213_cov_36.466204	312.567	26	52.1207615743609	24213
NODE_24_length_351294_cov_36.580883	311.914457142857	26	51.3381953577345	351294
NODE_250_length_23742_cov_36.142621	307.817	28	50.5938842557493	23742
NODE_251_length_23478_cov_34.960815	298.069	26	54.9407956384701	23478
NODE_252_length_23226_cov_35.502619	305.841	26	53.2205287178162	23226
NODE_253_length_23212_cov_35.987005	305.6	26	52.3694640703085	23212
NODE_254_length_23073_cov_35.401769	300.6205	26	53.3263988211329	23073
NODE_255_length_22249_cov_37.856206	323.1465	26	50.3483302620342	22249
NODE_256_length_21731_cov_45.968478	351.14	21	23.477980764806	21731
NODE_257_length_20363_cov_33.886144	296.4895	26	54.2552669056622	20363
NODE_258_length_19563_cov_39.946954	337.129	26	48.2748044778408	19563
NODE_259_length_19488_cov_35.659367	310.431	26	50.2257799671593	19488
NODE_25_length_343253_cov_35.214854	304.080264705882	26	54.2821184374208	343253
NODE_260_length_18821_cov_34.703274	298.884	26	54.3701184846714	18821
NODE_261_length_18798_cov_37.953082	318.795	26	51.0745824023832	18798
NODE_262_length_18651_cov_34.563269	295.726	26	55.08015655997	18651
NODE_263_length_18587_cov_36.622156	322.337	7	49.2440953354495	18587
NODE_264_length_17456_cov_36.071729	308.261	28	49.7536663611366	17456
NODE_265_length_17419_cov_38.853863	327.537	26	50.1923187324186	17419
NODE_266_length_16466_cov_36.160047	310.199	26	52.1377383699745	16466
NODE_267_length_16066_cov_36.429513	310.542	26	52.8756379932777	16066
NODE_268_length_15673_cov_34.707963	297.931	26	54.0738850252026	15673
NODE_269_length_15637_cov_35.959961	308.317	26	51.3397710558291	15637
NODE_26_length_335801_cov_36.093576	310.430151515152	26	52.3586886280863	335801
NODE_270_length_15307_cov_36.970619	314.367	26	53.0345593519305	15307
NODE_271_length_14609_cov_46.867214	367.87	21	30.6865630775549	14609
NODE_272_length_14078_cov_37.540320	315.279	26	49.7300752947862	14078
NODE_273_length_14042_cov_35.408839	302.909	26	51.4456630109671	14042
NODE_274_length_13816_cov_37.593104	319.337	26	48.9070642733063	13816
NODE_275_length_13461_cov_35.687716	307.381	26	51.9055047916202	13461
NODE_276_length_12982_cov_35.369973	306.545	26	52.6190109382222	12982
NODE_277_length_12729_cov_34.047770	292.835	26	54.2304972896535	12729
NODE_278_length_12370_cov_38.180593	318.281	28	47.5828617623282	12370
NODE_279_length_11853_cov_47.765820	360.478	21	22.424702606935	11853
NODE_27_length_331065_cov_36.023624	310.211848484848	26	53.0593690060864	331065
NODE_280_length_10228_cov_35.069993	301.474	26	52.5127102072741	10228
NODE_281_length_9883_cov_36.037003	303.938	28	50.6323990691086	9883
NODE_282_length_8936_cov_36.132365	311.111	3	44.9641897940913	8936
NODE_283_length_8806_cov_43.788109	349.34	13	44.7081535316829	8806
NODE_284_length_7271_cov_35.445969	298.823	26	52.1386329253198	7271
NODE_285_length_7219_cov_34.920474	301.411	26	50.2285635129519	7219
NODE_286_length_7080_cov_36.023875	307.89	26	53.1214689265537	7080
NODE_287_length_5931_cov_33.979841	303.753	26	50.0590119709998	5931
NODE_288_length_5761_cov_36.607206	307.126	26	51.6229821211595	5761
NODE_289_length_5359_cov_34.061353	292.023	26	51.7074080985258	5359
NODE_28_length_331057_cov_35.865089	309.143	26	52.2668301833219	331057
NODE_290_length_5063_cov_37.063006	310.282	28	49.3778392257555	5063
NODE_291_length_4632_cov_184.509212	1529.4	19	54.339378238342	4632
NODE_292_length_4197_cov_35.696806	314.979	4	47.152728139147	4197
NODE_293_length_4137_cov_38.407980	316.454	13	44.0899202320522	4137
NODE_294_length_3926_cov_34.555409	287.566	18	53.9735099337748	3926
NODE_295_length_3857_cov_34.179893	288.565	3	52.2686025408348	3857
NODE_296_length_3347_cov_33.844099	282.912	8	57.3648043023603	3347
NODE_297_length_3217_cov_32.376052	281.699	3	53.3727074914517	3217
NODE_298_length_3124_cov_88.320988	640.699	21	18.2458386683739	3124
NODE_299_length_2818_cov_36.760312	295.946	28	49.1838183108588	2818
NODE_29_length_328534_cov_35.694379	307.7123125	26	53.078828979649	328534
NODE_2_length_829609_cov_35.587657	307.258658536585	26	53.6191145467323	829609
NODE_300_length_2702_cov_28.326602	252.457	1	60.3626943005181	2702
NODE_301_length_2660_cov_36.202921	333.868	21	29.6992481203008	2660
NODE_302_length_2660_cov_36.030004	336.531	21	31.0902255639098	2660
NODE_303_length_2553_cov_35.129843	289.918	25	52.1739130434783	2553
NODE_304_length_2505_cov_29.269975	243.601	9	59.4011976047904	2505
NODE_305_length_2264_cov_34.855873	289.928	13	46.643109540636	2264
NODE_306_length_2177_cov_31.341463	273.088	7	47.8180983004134	2177
NODE_307_length_2019_cov_42.095137	331.637	5	43.7345220406142	2019
NODE_308_length_1808_cov_32.888757	292.779	13	40.9845132743363	1808
NODE_309_length_1718_cov_196.089252	1548.029	17	55.9371362048894	1718
NODE_30_length_311827_cov_34.563686	299.129935483871	26	55.0661103753043	311827
NODE_310_length_1648_cov_36.519395	272.738	22	58.3131067961165	1648
NODE_311_length_1524_cov_37.079456	279.594	13	54.002624671916	1524
NODE_312_length_1492_cov_25.808059	281.818	21	27.2117962466488	1492
NODE_313_length_1468_cov_37.087994	269.337	21	30.7901907356948	1468
NODE_314_length_1466_cov_36.170276	292.693	12	49.2496589358799	1466
NODE_315_length_1412_cov_69.463813	536.781	14	53.328611898017	1412
NODE_316_length_1392_cov_36.384190	285.747	5	54.6695402298851	1392
NODE_317_length_1372_cov_28.958233	290.34	21	27.1137026239067	1372
NODE_318_length_1305_cov_25.270798	231.401	3	54.7126436781609	1305
NODE_319_length_1299_cov_33.214164	255.433	11	54.5034642032333	1299
NODE_31_length_308532_cov_35.328957	306.903933333333	26	52.8891654674394	308532
NODE_320_length_1298_cov_172.636208	1300.646	20	52.0030816640986	1298
NODE_321_length_1172_cov_32.021053	231.12	3	49.9146757679181	1172
NODE_322_length_1163_cov_33.575290	259.019	5	48.5812553740327	1163
NODE_323_length_854_cov_26.801926	216.042	NA	53.1615925058548	854
NODE_324_length_836_cov_33.833568	222.398	NA	55.0239234449761	836
NODE_325_length_820_cov_79.129870	639.957	NA	23.780487804878	820
NODE_326_length_657_cov_20.488679	168.875	NA	56.3165905631659	657
NODE_327_length_614_cov_74.885010	393.192	NA	53.257328990228	614
NODE_328_length_570_cov_95.753950	307.296	NA	50.5263157894737	570
NODE_329_length_529_cov_68.527363	442.427	NA	55.3875236294896	529
NODE_32_length_299690_cov_35.285382	304.819931034483	26	53.5766959191164	299690
NODE_330_length_441_cov_12.254777	176.744	NA	34.6938775510204	441
NODE_331_length_419_cov_135.034247	627.974	NA	63.2458233890215	419
NODE_332_length_412_cov_0.835088	3.66	NA	61.8932038834951	412
NODE_333_length_373_cov_63.170732	233.456	NA	59.7855227882038	373
NODE_334_length_363_cov_0.550847	2.488	NA	44.0771349862259	363
NODE_335_length_354_cov_6.444934	78.986	NA	51.6949152542373	354
NODE_336_length_342_cov_0.409302	1.743	NA	40.9356725146199	342
NODE_337_length_338_cov_4.625592	88.411	NA	31.0650887573964	338
NODE_338_length_336_cov_53.550239	199.952	NA	65.7738095238095	336
NODE_339_length_332_cov_0.541463	1.855	NA	31.6265060240964	332
NODE_33_length_295327_cov_35.594871	306.158586206897	26	53.3327464132978	295327
NODE_340_length_332_cov_0.175610	20.398	NA	32.5301204819277	332
NODE_341_length_331_cov_0.686275	4.293	NA	44.7129909365559	331
NODE_342_length_330_cov_1.167488	5.964	NA	30.3030303030303	330
NODE_343_length_330_cov_0.261084	2.573	NA	40.9090909090909	330
NODE_344_length_326_cov_19.527638	140.218	NA	28.2208588957055	326
NODE_345_length_316_cov_1.486772	556.842	NA	55.6962025316456	316
NODE_346_length_315_cov_1.468085	8.086	NA	52.6984126984127	315
NODE_347_length_313_cov_0.892473	92.665	NA	27.7955271565495	313
NODE_348_length_311_cov_1.706522	3.977	NA	56.5916398713826	311
NODE_349_length_306_cov_0.653631	3.856	NA	50.9803921568627	306
NODE_34_length_293815_cov_35.550492	307.291	26	53.5125844493984	293815
NODE_350_length_304_cov_0.949153	4.776	NA	25	304
NODE_351_length_303_cov_2.215909	12.518	NA	37.953795379538	303
NODE_352_length_303_cov_0.539773	65.851	NA	56.4356435643564	303
NODE_353_length_302_cov_1.068571	120.983	NA	52.9801324503311	302
NODE_354_length_302_cov_0.554286	133.185	NA	64.2384105960265	302
NODE_355_length_302_cov_0.394286	5.01	NA	26.8211920529801	302
NODE_356_length_301_cov_1.224138	8.718	NA	54.1528239202658	301
NODE_357_length_301_cov_0.948276	9.701	NA	43.1893687707641	301
NODE_358_length_301_cov_0.448276	1.904	NA	20.265780730897	301
NODE_359_length_300_cov_6.005780	6.567	NA	47.6666666666667	300
NODE_35_length_287622_cov_36.304777	312.932714285714	26	52.919456787033	287622
NODE_360_length_298_cov_1.216374	6.547	NA	52.6845637583893	298
NODE_361_length_295_cov_11.928571	118.359	NA	29.8305084745763	295
NODE_362_length_295_cov_0.779762	106.112	NA	61.3559322033898	295
NODE_363_length_293_cov_1.265060	3.959	NA	30.0341296928328	293
NODE_364_length_293_cov_0.626506	6.491	NA	38.5665529010239	293
NODE_365_length_292_cov_0.581818	5.007	NA	45.5479452054795	292
NODE_366_length_292_cov_0.145455	1	NA	30.8219178082192	292
NODE_367_length_291_cov_0.719512	19.557	NA	36.0824742268041	291
NODE_368_length_291_cov_0.335366	3.117	NA	43.9862542955326	291
NODE_369_length_290_cov_0.631902	1.876	NA	41.0344827586207	290
NODE_36_length_284795_cov_35.808770	308.8305	26	53.2368896925859	284795
NODE_370_length_290_cov_0.576687	2.076	NA	41.7241379310345	290
NODE_371_length_290_cov_0.460123	29.321	NA	55.5172413793103	290
NODE_372_length_289_cov_0.617284	19.886	NA	53.2871972318339	289
NODE_373_length_289_cov_0.592593	4.076	NA	48.4429065743945	289
NODE_374_length_288_cov_0.596273	7.326	NA	57.9861111111111	288
NODE_375_length_288_cov_0.590062	4.288	NA	68.75	288
NODE_376_length_287_cov_0.600000	2.105	NA	31.0104529616725	287
NODE_377_length_287_cov_0.562500	2.084	NA	52.2648083623693	287
NODE_378_length_286_cov_1.207547	4.825	NA	56.2937062937063	286
NODE_379_length_286_cov_0.603774	2.112	NA	42.6573426573427	286
NODE_37_length_284487_cov_36.016542	311.482571428571	26	52.8031157838495	284487
NODE_380_length_286_cov_0.408805	6.58	NA	53.1468531468531	286
NODE_381_length_285_cov_0.607595	7.347	NA	52.9824561403509	285
NODE_382_length_285_cov_0.297468	2.909	NA	46.6666666666667	285
NODE_383_length_284_cov_0.955414	2200.056	NA	67.2535211267606	284
NODE_384_length_284_cov_0.337580	0.81	NA	18.3098591549296	284
NODE_385_length_284_cov_0.267516	2.553	NA	57.3943661971831	284
NODE_386_length_284_cov_0.222930	1.06	NA	26.056338028169	284
NODE_387_length_283_cov_0.743590	16.657	NA	21.5547703180212	283
NODE_388_length_283_cov_0.615385	4.954	NA	59.0106007067138	283
NODE_389_length_283_cov_0.608974	2.134	NA	59.0106007067138	283
NODE_38_length_281392_cov_35.620095	308.103071428571	26	53.1042104963894	281392
NODE_390_length_283_cov_0.602564	6.389	NA	54.0636042402827	283
NODE_391_length_283_cov_0.519231	2.495	NA	42.0494699646643	283
NODE_392_length_282_cov_0.606452	2.135	NA	39.3617021276596	282
NODE_393_length_282_cov_0.593548	15.142	NA	57.4468085106383	282
NODE_394_length_281_cov_0.610390	3.907	NA	61.5658362989324	281
NODE_395_length_281_cov_0.311688	1.075	NA	58.7188612099644	281
NODE_396_length_281_cov_0.311688	1.075	NA	50.8896797153025	281
NODE_397_length_280_cov_1.320261	17.207	NA	26.4285714285714	280
NODE_398_length_280_cov_0.941176	9.671	NA	30	280
NODE_399_length_280_cov_0.627451	7.621	NA	64.6428571428571	280
NODE_39_length_277780_cov_35.327693	304.499259259259	26	53.1496148030816	277780
NODE_3_length_642838_cov_35.685576	308.3354375	26	53.5641950226962	642838
NODE_400_length_280_cov_0.627451	4.279	NA	45.3571428571429	280
NODE_401_length_280_cov_0.627451	2.157	NA	42.8571428571429	280
NODE_402_length_280_cov_0.601307	6.664	NA	57.5	280
NODE_403_length_280_cov_0.385621	14.957	NA	68.2142857142857	280
NODE_404_length_280_cov_0.313725	1.079	NA	60.3571428571429	280
NODE_405_length_280_cov_0.313725	1.079	NA	60.3571428571429	280
NODE_406_length_279_cov_0.631579	3.663	NA	48.3870967741936	279
NODE_407_length_279_cov_0.618421	4.774	NA	52.6881720430108	279
NODE_408_length_279_cov_0.407895	1.509	NA	36.5591397849462	279
NODE_409_length_279_cov_0.315789	1.082	NA	52.6881720430108	279
NODE_40_length_273487_cov_36.297494	312.511592592593	26	52.5103569822332	273487
NODE_410_length_279_cov_0.315789	1.082	NA	60.2150537634409	279
NODE_411_length_271_cov_0.923611	8.808	NA	53.8745387453875	271
NODE_412_length_271_cov_0.618056	4.871	NA	48.7084870848708	271
NODE_413_length_268_cov_63.092199	226.884	NA	59.3283582089552	268
NODE_414_length_267_cov_0.600000	6.318	NA	47.5655430711611	267
NODE_415_length_266_cov_0.187050	2.218	NA	59.3984962406015	266
NODE_416_length_262_cov_79.666667	379.16	NA	46.9465648854962	262
NODE_417_length_262_cov_0.681481	5.363	NA	36.6412213740458	262
NODE_418_length_261_cov_63.238806	281.253	NA	47.5095785440613	261
NODE_419_length_261_cov_0.246269	5.916	NA	52.8735632183908	261
NODE_41_length_270963_cov_35.780214	307.831296296296	26	53.5504847525308	270963
NODE_420_length_258_cov_74.961832	213.469	NA	24.8062015503876	258
NODE_421_length_258_cov_0.145038	1.085	NA	59.3023255813954	258
NODE_422_length_256_cov_2.341085	2.039	NA	58.984375	256
NODE_423_length_255_cov_3.671875	7.129	NA	60.3921568627451	255
NODE_424_length_254_cov_5.291339	125.63	NA	38.1889763779528	254
NODE_425_length_253_cov_3.261905	8.597	NA	48.6166007905138	253
NODE_426_length_253_cov_0.634921	5.249	NA	55.3359683794466	253
NODE_427_length_253_cov_0.515873	21.055	NA	55.7312252964427	253
NODE_428_length_253_cov_0.452381	11.549	NA	55.3359683794466	253
NODE_429_length_253_cov_0.333333	15.921	NA	56.5217391304348	253
NODE_42_length_261661_cov_36.434471	314.730576923077	26	51.8908052785857	261661
NODE_430_length_253_cov_0.230159	16.87	NA	58.102766798419	253
NODE_431_length_253_cov_0.230159	151.794	NA	45.8498023715415	253
NODE_432_length_253_cov_0.166667	10.877	NA	59.2885375494071	253
NODE_433_length_253_cov_0.150794	9.387	NA	63.2411067193676	253
NODE_434_length_252_cov_10.552000	94.444	NA	27.3809523809524	252
NODE_435_length_252_cov_5.328000	10.56	NA	47.6190476190476	252
