# blastp
# Iteration: 0
# Query: AUM86167.1 lytic polysaccharide monooxygenase [Trametes coccinea]
# RID: YKRFZRNT013
# Database: nr_cluster_seq
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score, % positives
# 1314 hits found
AUM86167.1	KAJ3555051.1	72.093	301	84	0	5	305	8	308	4.78e-159	483	81.73
AUM86167.1	KAI0792794.1	70.764	301	87	1	1	300	1	301	1.07e-158	468	82.72
AUM86167.1	PIL29828.1	74.126	286	72	1	17	300	17	302	2.62e-158	469	83.22
AUM86167.1	KAH8100774.1	64.470	349	118	3	5	353	14	356	2.72e-158	461	74.79
AUM86167.1	XP_027619462.1	69.799	298	90	0	4	301	5	302	1.44e-157	469	83.89
AUM86167.1	KAI0076161.1	68.868	318	90	3	4	312	5	322	1.44e-157	468	79.87
AUM86167.1	KAI0648942.1	71.753	308	86	1	1	308	1	307	2.21e-157	468	82.14
AUM86167.1	KAH9948720.1	70.957	303	85	2	1	300	1	303	1.21e-156	463	83.17
AUM86167.1	XP_040765321.1	68.269	312	98	1	4	314	5	316	1.62e-156	458	80.77
AUM86167.1	XP_027620905.1	64.306	353	120	3	1	351	1	349	1.83e-156	456	75.35
AUM86167.1	KAI0926237.1	67.628	312	101	0	1	312	1	312	1.88e-156	462	80.45
AUM86167.1	KAI0342938.1	67.385	325	100	2	15	336	18	339	2.52e-156	462	77.85
AUM86167.1	PCH42401.1	69.667	300	91	0	1	300	1	300	3.85e-156	457	82.33
AUM86167.1	THH29416.1	67.722	316	100	2	13	328	20	333	4.85e-156	456	80.38
AUM86167.1	KZT73200.1	68.182	308	97	1	5	312	8	314	6.88e-156	463	80.52
AUM86167.1	PIL29826.1	65.782	339	107	4	1	331	63	400	1.24e-155	456	76.40
AUM86167.1	KAH8100776.1	67.742	310	99	1	1	310	1	309	2.06e-154	453	80.32
AUM86167.1	KAI0709939.1	67.278	327	99	5	5	325	9	333	2.34e-154	451	77.68
AUM86167.1	KIP08019.1	64.939	328	113	2	6	332	7	333	4.74e-154	450	78.66
AUM86167.1	KAI0806134.1	73.239	284	75	1	18	301	20	302	1.27e-153	449	83.80
AUM86167.1	TFK91420.1	68.254	315	95	3	18	328	21	334	1.87e-153	449	79.05
AUM86167.1	XP_047780379.1	67.516	314	100	2	2	314	6	318	3.69e-153	450	78.66
AUM86167.1	RPD61042.1	69.836	305	85	4	1	301	6	307	4.03e-153	448	80.98
AUM86167.1	KAI0787978.1	68.051	313	95	2	1	308	1	313	6.59e-153	455	75.40
AUM86167.1	KAI0090273.1	68.896	299	92	1	3	301	5	302	7.29e-153	447	81.27
AUM86167.1	KAI0806135.1	67.081	322	97	3	1	315	1	320	1.62e-152	451	76.09
AUM86167.1	KZP23879.1	61.850	346	126	2	1	343	2	344	2.18e-152	446	74.57
AUM86167.1	KAI1797408.1	65.588	340	101	5	16	347	19	350	2.18e-152	445	75.29
AUM86167.1	KAI0090274.1	68.212	302	93	1	2	300	7	308	2.28e-152	451	78.81
AUM86167.1	KAF8896670.1	58.418	392	132	6	1	374	1	379	2.38e-152	446	69.13
AUM86167.1	XP_047888041.1	66.139	316	104	1	5	320	8	320	1.02e-151	446	77.85
AUM86167.1	KIP08026.1	67.192	317	98	3	1	311	2	318	1.40e-151	449	78.55
AUM86167.1	KIM84967.1	69.868	302	87	2	1	299	1	301	2.36e-151	444	80.13
AUM86167.1	KAI9566880.1	65.337	326	108	3	16	338	14	337	2.37e-151	444	77.61
AUM86167.1	GJE85547.1	69.863	292	85	1	9	297	11	302	2.23e-150	446	79.79
AUM86167.1	KZT29895.1	67.532	308	93	2	1	308	9	309	3.55e-150	446	78.57
AUM86167.1	THH19240.1	63.975	322	92	2	1	299	1	321	3.91e-150	445	74.53
AUM86167.1	EPT05587.1	68.493	292	92	0	5	296	5	296	4.22e-150	437	81.51
AUM86167.1	KAJ3480565.1	72.043	279	78	0	27	305	1	279	5.60e-150	442	82.80
AUM86167.1	THU83384.1	66.452	310	99	3	22	328	26	333	1.01e-149	444	78.71
AUM86167.1	PPQ95450.1	63.265	343	118	4	1	340	2	339	1.14e-149	439	76.09
AUM86167.1	TFK50100.1	65.506	316	102	3	22	337	24	332	1.39e-149	442	79.75
AUM86167.1	XP_007867564.1	71.479	284	80	1	27	310	1	283	1.65e-149	435	82.04
AUM86167.1	KAI0787974.1	71.280	289	77	3	18	301	21	308	2.03e-149	438	82.35
AUM86167.1	KAF7796025.1	72.628	274	75	0	27	300	1	274	2.51e-149	441	83.94
AUM86167.1	TFK35612.1	58.659	358	133	5	1	353	1	348	3.63e-149	438	74.30
AUM86167.1	KAI0775034.1	64.815	324	110	3	18	338	18	340	4.40e-149	442	78.70
AUM86167.1	RPD61040.1	65.916	311	95	3	1	300	1	311	5.04e-149	446	76.53
AUM86167.1	KAA1467126.1	66.107	298	101	0	1	298	1	298	6.54e-149	443	80.20
AUM86167.1	KAH7884632.1	75.000	264	65	1	18	280	20	283	9.50e-149	434	84.85
AUM86167.1	KAF8553904.1	67.550	302	89	3	1	299	7	302	1.18e-148	437	80.46
AUM86167.1	KAI0734149.1	64.557	316	109	1	5	320	8	320	1.39e-148	438	77.53
AUM86167.1	KAI0792777.1	73.455	275	72	1	27	301	1	274	3.39e-148	434	83.27
AUM86167.1	KAH7925687.1	67.568	296	95	1	4	299	5	299	3.86e-148	436	80.07
AUM86167.1	KAI1797418.1	68.608	309	89	4	1	301	1	309	5.73e-148	439	77.99
AUM86167.1	KII89650.1	58.505	388	143	5	1	380	3	380	6.04e-148	436	70.10
AUM86167.1	KAI0322552.1	67.450	298	96	1	1	298	1	297	6.19e-148	440	77.85
AUM86167.1	KAH7904207.1	71.429	280	79	1	16	295	17	295	1.48e-147	436	80.36
AUM86167.1	XP_007393138.1	69.401	317	87	4	6	313	4	319	2.31e-147	434	79.18
AUM86167.1	KAI0059243.1	70.383	287	84	1	12	298	12	297	2.83e-147	439	79.44
AUM86167.1	KAI0703781.1	68.919	296	87	2	22	312	1	296	4.29e-147	437	79.73
AUM86167.1	RDX43827.1	66.129	310	95	3	1	300	1	310	4.51e-147	441	75.16
AUM86167.1	THH29437.1	67.577	293	93	1	5	295	4	296	5.55e-147	431	79.52
AUM86167.1	XP_041180079.1	70.629	286	80	3	4	286	9	293	5.77e-147	430	78.67
AUM86167.1	KAJ7650958.1	68.404	307	87	4	1	301	6	308	5.82e-147	430	75.90
AUM86167.1	XP_007318871.1	61.449	345	122	3	1	342	1	337	6.02e-147	432	74.20
AUM86167.1	VDB86651.1	63.609	338	103	3	16	334	18	354	6.49e-147	437	72.49
AUM86167.1	KIM57407.1	58.021	374	150	3	1	371	2	371	7.29e-147	432	69.25
AUM86167.1	XP_007362490.1	64.327	342	112	5	4	336	7	347	8.89e-147	431	74.85
AUM86167.1	KIK03019.1	60.773	362	115	7	2	360	7	344	8.93e-147	432	73.76
AUM86167.1	KAF8841240.1	69.863	292	82	3	4	289	2	293	9.34e-147	429	78.77
AUM86167.1	TFY61724.1	64.901	302	106	0	1	302	1	302	9.81e-147	438	78.81
AUM86167.1	KAF9238557.1	64.244	344	116	4	2	339	3	345	1.29e-146	432	73.26
AUM86167.1	KAF9048809.1	58.889	360	131	4	1	347	1	356	1.29e-146	433	72.78
AUM86167.1	KAI0051570.1	64.907	322	108	3	2	319	5	325	1.53e-146	436	74.84
AUM86167.1	KAG0708221.1	71.631	282	76	3	4	282	9	289	1.68e-146	429	79.79
AUM86167.1	KAF8150946.1	65.147	307	103	2	1	307	1	303	3.03e-146	431	78.83
AUM86167.1	KAF7977165.1	68.792	298	88	2	6	298	20	317	9.87e-146	430	78.19
AUM86167.1	KZV68185.1	57.609	368	143	2	1	356	1	367	1.11e-145	430	67.93
AUM86167.1	KAI0749618.1	68.051	313	73	5	16	302	17	328	1.87e-145	429	77.00
AUM86167.1	KIM39331.1	60.299	335	125	4	4	335	5	334	1.96e-145	428	75.82
AUM86167.1	KAF9471916.1	63.580	324	110	4	1	321	2	320	2.00e-145	429	75.62
AUM86167.1	XP_007388810.1	69.686	287	84	1	27	310	1	287	2.22e-145	434	81.18
AUM86167.1	KAH0833490.1	65.815	313	100	4	16	323	16	326	2.22e-145	429	78.91
AUM86167.1	KAI0709937.1	67.657	303	95	2	1	300	1	303	3.52e-145	436	77.56
AUM86167.1	KIJ62866.1	66.343	309	97	3	13	318	16	320	3.68e-145	429	75.40
AUM86167.1	XP_037224121.1	66.990	309	94	4	2	306	7	311	8.49e-145	425	77.02
AUM86167.1	KAF8839535.1	55.025	398	154	5	1	393	1	378	8.55e-145	427	65.83
AUM86167.1	XP_047883197.1	67.434	304	92	2	20	316	3	306	8.67e-145	424	77.63
AUM86167.1	KIK94802.1	67.105	304	95	3	1	300	1	303	1.77e-144	427	76.64
AUM86167.1	KAF8960047.1	64.465	318	107	4	1	314	1	316	2.08e-144	426	77.04
AUM86167.1	KAF9790380.1	66.892	296	97	1	17	312	18	312	2.62e-144	428	78.38
AUM86167.1	KAF5341365.1	68.896	299	83	3	3	292	6	303	3.08e-144	424	79.26
AUM86167.1	KAG1872112.1	68.641	287	87	2	4	287	59	345	3.62e-144	425	78.40
AUM86167.1	XP_047883199.1	67.987	303	92	4	27	326	1	301	3.91e-144	424	77.89
AUM86167.1	XP_009545122.1	70.863	278	80	1	27	304	1	277	7.60e-144	421	79.50
AUM86167.1	VDB86654.1	64.706	306	107	1	1	306	1	305	7.71e-144	425	74.51
AUM86167.1	KDR78641.1	61.515	330	122	3	1	327	1	328	7.80e-144	424	74.55
AUM86167.1	KAF8442202.1	64.821	307	103	3	1	303	1	306	8.09e-144	424	77.52
AUM86167.1	KAJ7163891.1	66.447	304	95	4	1	301	7	306	1.74e-143	421	76.32
AUM86167.1	XP_047883450.1	64.000	325	100	4	1	319	3	316	2.16e-143	423	72.92
AUM86167.1	KAI0322548.1	65.232	302	104	1	1	302	1	301	3.06e-143	424	75.50
AUM86167.1	KAJ7895088.1	66.885	305	93	4	1	301	7	307	4.50e-143	421	76.72
AUM86167.1	TCD64054.1	66.452	310	94	5	1	301	1	309	8.07e-143	429	78.39
AUM86167.1	PPQ83501.1	62.776	317	110	4	1	314	1	312	1.08e-142	422	76.34
AUM86167.1	KAJ7470766.1	67.320	306	91	5	6	306	11	312	1.16e-142	419	77.12
AUM86167.1	KAF5375958.1	57.181	376	145	8	1	371	3	367	1.55e-142	421	70.21
AUM86167.1	KAJ7082880.1	64.557	316	103	5	1	311	7	318	2.09e-142	421	76.27
AUM86167.1	KIJ66712.1	70.632	269	78	1	15	282	5	273	2.24e-142	417	82.16
AUM86167.1	CAK5269248.1	66.776	304	93	4	8	307	14	313	2.64e-142	419	76.32
AUM86167.1	XP_007301417.1	67.944	287	91	1	13	298	15	301	2.64e-142	426	77.35
AUM86167.1	KAF9648927.1	69.751	281	84	1	18	298	20	299	2.81e-142	421	80.07
AUM86167.1	KAF7317154.1	67.442	301	90	4	4	301	9	304	2.96e-142	419	77.08
AUM86167.1	KAF8872926.1	61.442	319	116	3	1	316	1	315	3.25e-142	421	76.49
AUM86167.1	KAF9223310.1	66.007	303	99	2	13	312	16	317	6.25e-142	421	75.25
AUM86167.1	PIL29836.1	68.852	305	90	2	1	300	1	305	9.16e-142	424	77.05
AUM86167.1	XP_007318869.1	69.963	273	81	1	9	280	13	285	9.90e-142	415	80.22
AUM86167.1	KAG2123946.1	71.269	268	74	2	18	282	22	289	1.31e-141	416	81.72
AUM86167.1	TFK73268.1	60.282	355	127	4	9	353	14	364	1.65e-141	418	71.55
AUM86167.1	KAJ6580574.1	69.176	279	82	2	21	296	19	296	2.42e-141	416	80.65
AUM86167.1	RDB17711.1	64.333	300	102	3	1	296	1	299	3.09e-141	419	77.67
AUM86167.1	TDL17933.1	63.438	320	107	2	1	320	1	310	3.51e-141	415	73.75
AUM86167.1	KAF8824757.1	55.291	378	163	4	4	380	6	378	3.61e-141	418	67.46
AUM86167.1	XP_001885228.1	67.119	295	90	3	13	304	15	305	3.69e-141	417	78.98
AUM86167.1	KAF8813448.1	65.552	299	96	3	8	303	9	303	4.47e-141	418	78.93
AUM86167.1	KAJ7116550.1	66.894	293	90	3	12	301	18	306	5.65e-141	415	78.16
AUM86167.1	KJA20550.1	65.870	293	96	2	1	290	1	292	7.29e-141	418	79.18
AUM86167.1	PPQ63558.1	54.293	396	155	4	1	378	1	388	1.87e-140	417	67.68
AUM86167.1	GAW02271.1	56.676	367	153	4	4	369	6	367	2.89e-140	419	68.39
AUM86167.1	KAI0694646.1	68.027	294	75	4	17	300	17	301	3.51e-140	422	76.87
AUM86167.1	KAJ7510539.1	65.246	305	98	4	1	301	7	307	3.94e-140	413	75.41
AUM86167.1	KZV68182.1	68.662	284	88	1	16	299	18	300	4.93e-140	419	76.41
AUM86167.1	KAF8344731.1	60.241	332	124	4	16	344	16	342	5.13e-140	415	74.10
AUM86167.1	KAJ7672237.1	65.894	302	95	4	4	301	9	306	1.05e-139	412	76.16
AUM86167.1	XP_046082183.1	64.038	317	109	3	21	336	1	313	1.36e-139	412	74.13
AUM86167.1	TFK46098.1	65.263	285	99	0	5	289	12	296	1.90e-139	412	76.84
AUM86167.1	XP_047749454.1	58.621	348	118	4	1	327	1	343	2.35e-139	413	70.69
AUM86167.1	KAJ7056729.1	64.423	312	100	5	2	307	7	313	2.82e-139	411	75.00
AUM86167.1	KAG8212930.1	64.784	301	97	3	1	298	26	320	6.49e-139	413	76.08
AUM86167.1	KAF9790725.1	65.677	303	96	4	2	302	5	301	6.49e-139	410	78.22
AUM86167.1	VWO99737.1	64.557	316	84	4	1	288	1	316	8.33e-139	412	73.42
AUM86167.1	PSR74247.1	70.833	264	77	0	50	313	1	264	1.00e-138	414	82.58
AUM86167.1	CAA7267535.1	58.671	346	132	4	1	336	1	345	1.33e-138	411	72.83
AUM86167.1	KAF9072642.1	66.894	293	93	2	21	313	2	290	1.61e-138	408	76.45
AUM86167.1	KAF8912293.1	65.763	295	97	2	1	292	1	294	1.80e-138	409	76.95
AUM86167.1	KAF7330207.1	62.310	329	90	5	1	301	65	387	4.81e-138	410	71.12
AUM86167.1	KAK2467259.1	55.840	351	148	3	2	349	6	352	5.61e-138	410	71.23
AUM86167.1	KAF8181293.1	66.084	286	94	1	1	283	1	286	6.19e-138	406	77.27
AUM86167.1	KAJ4480214.1	64.310	297	105	1	16	312	17	312	6.41e-138	407	75.08
AUM86167.1	PFH47251.1	64.548	299	102	2	1	296	11	308	1.99e-137	408	75.59
AUM86167.1	KAE9392064.1	57.345	354	135	4	27	380	1	338	2.49e-137	407	68.36
AUM86167.1	KAJ3864028.1	58.621	348	128	4	27	373	1	333	3.07e-137	407	69.25
AUM86167.1	TEB39952.1	66.782	289	89	3	16	301	20	304	3.40e-137	408	80.28
AUM86167.1	TFK98191.1	64.570	302	100	3	21	319	3	300	1.50e-136	403	77.81
AUM86167.1	XP_007867180.1	69.582	263	80	0	21	283	1	263	3.11e-136	400	80.99
AUM86167.1	KAI1797154.1	51.948	385	164	6	2	370	5	384	3.30e-136	407	66.23
AUM86167.1	KAI0034574.1	68.705	278	86	1	21	298	1	277	5.67e-136	400	75.90
AUM86167.1	KAJ3795534.1	64.120	301	104	2	16	316	17	313	5.79e-136	403	74.09
AUM86167.1	KAF8726126.1	56.780	354	138	6	1	343	2	351	6.07e-136	405	71.75
AUM86167.1	KAF9647895.1	66.553	293	96	2	11	302	19	310	7.14e-136	403	77.47
AUM86167.1	RXW25490.1	58.221	371	139	8	5	369	10	370	1.14e-135	410	72.51
AUM86167.1	KAI0071994.1	66.547	278	92	1	3	279	5	282	1.16e-135	405	77.34
AUM86167.1	KAE9392068.1	59.938	322	125	2	27	348	1	318	1.50e-135	402	70.81
AUM86167.1	KDQ59091.1	64.384	292	101	2	6	297	8	296	1.51e-135	401	75.68
AUM86167.1	KAJ6549463.1	68.592	277	81	3	27	301	1	273	3.83e-135	399	79.42
AUM86167.1	KAH7884798.1	65.461	304	85	3	15	299	15	317	7.03e-135	402	74.34
AUM86167.1	CDO75550.1	57.988	338	137	4	2	335	5	341	7.12e-135	404	70.41
AUM86167.1	KAI0034577.1	63.636	308	102	3	6	310	2	302	7.37e-135	399	71.75
AUM86167.1	KAJ3730937.1	63.787	301	105	2	16	316	17	313	9.90e-135	402	73.75
AUM86167.1	KAG9316126.1	66.667	282	90	2	21	299	20	300	1.86e-134	402	76.60
AUM86167.1	XP_041158511.1	66.551	287	89	3	4	287	8	290	3.09e-134	397	75.61
AUM86167.1	PIL35611.1	57.846	325	119	4	2	325	5	312	3.75e-134	401	72.00
AUM86167.1	KAI0749827.1	65.398	289	95	3	17	300	17	305	4.41e-134	406	76.82
AUM86167.1	KAF9460320.1	56.140	342	144	4	1	339	1	339	4.79e-134	400	73.68
AUM86167.1	KZT20429.1	64.828	290	101	1	27	315	1	290	4.97e-134	396	75.86
AUM86167.1	TFY52325.1	71.875	256	72	0	27	282	1	256	6.02e-134	403	82.81
AUM86167.1	KAJ4463199.1	69.776	268	80	1	24	291	1	267	8.50e-134	394	79.10
AUM86167.1	XP_007765609.1	64.527	296	98	3	9	298	10	304	1.61e-133	400	76.35
AUM86167.1	KAI0649146.1	59.627	322	126	3	2	320	5	325	2.16e-133	400	69.88
AUM86167.1	KII89670.1	68.284	268	84	1	14	280	16	283	3.19e-133	395	77.99
AUM86167.1	KAF9522148.1	63.000	300	100	3	16	305	16	314	3.29e-133	397	76.67
AUM86167.1	KAJ7881043.1	62.783	309	97	4	8	314	12	304	3.56e-133	395	73.14
AUM86167.1	KAI0295903.1	63.175	315	91	3	9	319	6	299	6.70e-133	398	71.43
AUM86167.1	KAK0493907.1	67.616	281	87	2	15	292	19	298	8.21e-133	404	78.65
AUM86167.1	PBK67694.1	64.948	291	97	3	5	292	9	297	2.15e-132	393	76.98
AUM86167.1	KAI5117029.1	56.839	329	140	2	2	329	5	332	2.34e-132	398	71.73
AUM86167.1	KAF8622851.1	57.567	337	122	5	27	349	1	330	2.42e-132	395	71.51
AUM86167.1	KDQ15932.1	63.441	279	101	1	4	282	3	280	5.05e-132	396	77.42
AUM86167.1	KAF5364158.1	58.769	325	116	4	4	326	6	314	1.36e-131	392	72.62
AUM86167.1	SJK99683.1	65.292	291	97	2	5	292	9	298	1.99e-131	400	76.98
AUM86167.1	KAJ7671480.1	68.231	277	82	3	27	301	1	273	2.64e-131	389	77.62
AUM86167.1	KIY68736.1	62.667	300	107	3	1	296	1	299	2.99e-131	392	75.00
AUM86167.1	KAI4517777.1	54.420	362	151	6	1	351	4	362	6.52e-131	395	69.06
AUM86167.1	KAI8980162.1	62.633	281	103	2	2	281	5	284	6.62e-131	395	74.73
AUM86167.1	KAF5327621.1	60.667	300	113	2	1	296	1	299	6.97e-131	393	75.33
AUM86167.1	KAI0787686.1	55.202	346	145	6	2	339	5	348	9.06e-131	392	68.50
AUM86167.1	AUM86166.1	64.769	281	97	2	2	281	5	284	1.14e-130	392	74.02
AUM86167.1	KAI0926218.1	66.541	266	88	1	19	283	21	286	1.28e-130	394	78.95
AUM86167.1	KAI9060680.1	57.692	338	134	5	17	350	20	352	1.56e-130	392	69.82
AUM86167.1	EMD34047.1	57.468	308	130	1	4	310	6	313	1.74e-130	392	71.10
AUM86167.1	KAH9850354.1	63.830	282	100	2	1	281	4	284	3.39e-130	390	75.53
AUM86167.1	KAF9007501.1	64.085	284	98	2	16	296	16	298	6.85e-130	389	78.17
AUM86167.1	TRM67874.1	58.282	326	125	5	1	322	8	326	1.45e-129	393	72.09
AUM86167.1	KAI0833448.1	57.716	324	133	3	3	325	6	326	2.21e-129	389	70.06
AUM86167.1	KAJ2924869.1	63.344	311	107	3	13	320	594	900	3.31e-129	408	76.85
AUM86167.1	KAI0327799.1	56.250	336	120	4	2	335	5	315	4.30e-129	389	67.86
AUM86167.1	KAH9902992.1	58.730	315	104	3	19	332	23	312	7.79e-129	387	70.48
AUM86167.1	TBU26201.1	62.057	282	104	3	1	281	4	283	1.55e-128	386	77.30
AUM86167.1	KAJ3711352.1	60.883	317	111	4	6	313	8	320	1.79e-128	385	69.72
AUM86167.1	KAK0214006.1	66.788	274	87	2	22	292	6	278	1.92e-128	382	77.74
AUM86167.1	KAG8212936.1	58.104	327	93	5	13	299	1	323	2.40e-128	387	69.11
AUM86167.1	KAF7776349.1	56.119	335	134	4	2	325	8	340	3.94e-128	384	69.55
AUM86167.1	XP_007388801.1	61.429	280	106	1	4	281	5	284	4.85e-128	384	75.36
AUM86167.1	KAG6833342.1	57.018	342	139	6	27	364	1	338	7.13e-128	382	68.71
AUM86167.1	KAF8063324.1	57.143	329	132	3	1	321	1	328	1.21e-127	383	69.00
AUM86167.1	KAE9382986.1	69.758	248	75	0	27	274	1	248	1.34e-127	379	81.05
AUM86167.1	KAH0580539.1	65.357	280	90	5	27	302	1	277	1.97e-127	381	76.79
AUM86167.1	XP_008039133.1	61.404	285	105	3	1	281	1	284	2.23e-127	384	73.33
AUM86167.1	RPD60039.1	60.854	281	107	3	2	281	5	283	4.40e-127	382	75.09
AUM86167.1	KDQ11515.1	63.356	292	83	4	13	283	13	301	5.94e-127	380	72.60
AUM86167.1	KNZ78922.1	65.357	280	90	5	27	302	1	277	1.11e-126	378	76.79
AUM86167.1	KAG6839967.1	66.071	280	88	5	27	302	1	277	1.97e-126	377	76.43
AUM86167.1	KAJ3838340.1	65.035	286	90	3	16	292	18	302	2.07e-126	378	73.78
AUM86167.1	KAF6759800.1	55.493	355	140	7	4	352	9	351	2.28e-126	380	70.14
AUM86167.1	KAJ3766909.1	61.538	312	107	4	11	313	13	320	2.48e-126	383	69.87
AUM86167.1	KAI0749347.1	50.959	365	151	6	1	345	4	360	2.51e-126	380	64.93
AUM86167.1	KAJ3761609.1	59.813	321	114	5	4	313	6	322	3.04e-126	379	69.16
AUM86167.1	OCH95365.1	59.122	296	120	1	7	301	9	304	4.33e-126	381	72.30
